Gene_Name	nextprot_accession	primary_isoform	Ensembl_Accession	RefSeq_Accession	Uniprot_Accession	Chromosome	Start	End	n_neXtProt_entry	Protein_existence	PeptideAtlas_Category	nobs	Description	accession
F4HZ82	AT1G02890.1	AT1G02890.1		NP_171788.3	F4HZ82	1	645372	651797	1		canonical	89	 AAA-type ATPase family protein 	AT1G02890.1
F4I2L0	AT1G09800.1	AT1G09800.1		NP_001322359.1	F4I2L0	1	3177121	3180336	1		canonical	27	 Pseudouridine synthase family protein 	AT1G09800.1
Q9SEY4	AT2G17660.1	AT2G17660.1		NP_179357.1	Q9SEY4	2	7673359	7673568	1		weak	1	 RPM1-interacting protein 4 (RIN4) family protein 	AT2G17660.1
Q9LT86	AT3G19310.1	AT3G19310.1		NP_188562.1	Q9LT86	3	6694260	6696193	1		canonical	28	 PLC-like phosphodiesterases superfamily protein 	AT3G19310.1
TGD1	AT1G19800.1	AT1G19800.1		NP_001322720.1	Q8L4R0	1	6846812	6847954	1		canonical	10	 trigalactosyldiacylglycerol 1 	AT1G19800.1
CAO	AT1G44446.1	AT1G44446.1		NP_175088.1	Q9MBA1	1	16848664	16851152	1		canonical	34	 Pheophorbide a oxygenase family protein with Rieske 2Fe-2S domain-containing protein 	AT1G44446.1
F4J8Y4	AT3G25200.1	AT3G25200.1		NP_189157.1	F4J8Y4	3	9176932	9178268	1		subsumed by AT4G12730.1	1	 hypothetical protein 	AT3G25200.1
F4HZ99	AT1G02990.3	AT1G02990.3		NP_001184894.1	F4HZ99	1	681724	686996	1		canonical	35	 hypothetical protein 	AT1G02990.3
Q84W21	AT1G62240.1	AT1G62240.1		NP_176414.1	Q84W21	1	22994640	22995323	1		canonical	5	 hypothetical protein 	AT1G62240.1
Q8L466	AT1G24050.1	AT1G24050.1		NP_173816.2	Q8L466	1	8507057	8508439	1		canonical	42	 RNA-processing%2C Lsm domain-containing protein 	AT1G24050.1
NIP42	AT5G37820.1	AT5G37820.1		NP_198598.1	Q8W036	5	15050261	15051542	1		weak	1	 NOD26-like intrinsic protein 4%3B2 	AT5G37820.1
CRR35	AT3G22050.1	AT3G22050.1		NP_188843.2	Q9LRK2	3	7764131	7765143	1		canonical	14	 cysteine-rich repeat secretory protein%2C putative (DUF26) 	AT3G22050.1
Q1PFF2	AT1G69100.1	AT1G69100.1		NP_177073.2	Q1PFF2	1	25979999	25981436	1		canonical	7	 Eukaryotic aspartyl protease family protein 	AT1G69100.1
A0A1P8AUP0	AT1G54930.2	AT1G54930.2		NP_001322651.1	A0A1P8AUP0	1	20478267	20479671	1		canonical	8	 GRF zinc finger / Zinc knuckle protein 	AT1G54930.2
Q9FX59	AT1G13380.1	AT1G13380.1		NP_563929.1	Q9FX59	1	4589218	4590362	1		canonical	2	 sodium/hydrogen exchanger (DUF1218) 	AT1G13380.1
PMEI4	AT4G25250.1	AT4G25250.1		NP_194255.1	Q9SB38	4	12934632	12935231	1		canonical	13	 Plant invertase/pectin methylesterase inhibitor superfamily protein 	AT4G25250.1
C86A7	AT1G63710.1	AT1G63710.1		NP_176558.1	Q9CAD6	1	23632360	23633931	1		canonical	31	 cytochrome P450%2C family 86%2C subfamily A%2C polypeptide 7 	AT1G63710.1
Y1609	AT1G26090.1	AT1G26090.1		NP_173934.2	Q6DYE4	1	9020509	9022619	1		canonical	28	 P-loop containing nucleoside triphosphate hydrolases superfamily protein 	AT1G26090.1
PCAP1	AT4G20260.1	AT4G20260.1		NP_001031676.1	Q96262	4	10941593	10943227	1		canonical	210	 plasma-membrane associated cation-binding protein 1 	AT4G20260.1
Q9FM60	AT5G55790.1	AT5G55790.1		NP_001330307.1	Q9FM60	5	22580760	22581335	1		not observed		 hypothetical protein 	AT5G55790.1
NUD21	AT1G73540.1	AT1G73540.1		NP_177495.2	Q8VY81	1	27645880	27646571	1		canonical	3	 nudix hydrolase homolog 21 	AT1G73540.1
F4HTX0	AT1G74330.1	AT1G74330.1		NP_177573.2	F4HTX0	1	27943618	27947109	1		canonical	12	 Protein kinase superfamily protein 	AT1G74330.1
Q5BPG8	AT5G53700.1	AT5G53700.1		NP_200181.2	Q5BPG8	5	21801221	21802546	1		canonical	4	 RNA-binding (RRM/RBD/RNP motifs) family protein 	AT5G53700.1
BPC2	AT1G14685.1	AT1G14685.1		NP_001321304.1	Q9LDE2	1	5043086	5043925	1		canonical	8	 basic pentacysteine 2 	AT1G14685.1
JAL19	AT1G73040.1	AT1G73040.1		NP_001319369.1	Q9SSM3	1	27475159	27475777	1		canonical	4	 Mannose-binding lectin superfamily protein 	AT1G73040.1
Q9S7U3	AT4G12520.1	AT4G12520.1		NP_567391.1	Q9S7U3	4	7421279	7421668	1		identical to AT4G12510.1	20	 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein 	AT4G12520.1
Q3E6T3	AT5G18636.1	AT5G18636.1		NP_974806.1	Q3E6T3	5	6211268	6212371	1		not observed		 Ta11-like non-LTR retrotransposon 	AT5G18636.1
C3H56	AT5G12850.1	AT5G12850.1		NP_196789.1	Q9LXV4	5	4057068	4059188	1		canonical	42	 CCCH-type zinc finger protein with ARM repeat domain-containing protein 	AT5G12850.1
ROGF9	AT4G13240.1	AT4G13240.1		NP_193060.1	Q9SVQ3	4	7680153	7682414	1		canonical	29	 RHO guanyl-nucleotide exchange factor 9 	AT4G13240.1
Q9LMQ5	AT1G15790.1	AT1G15790.1		NP_001322875.1	Q9LMQ5	1	5438477	5439820	1		canonical	18	 mediator of RNA polymerase II transcription subunit 15a-like protein 	AT1G15790.1
O82812	AT2G46000.1	AT2G46000.1		NP_566061.1	O82812	2	18921194	18922047	1		canonical	20	 LDL receptor wingless signaling/trafficking chaperone 	AT2G46000.1
AB5G	AT2G13610.1	AT2G13610.1		NP_178984.1	Q9SIT6	2	5673827	5675776	1		canonical	14	 ABC-2 type transporter family protein 	AT2G13610.1
Q501B3	AT5G61865.1	AT5G61865.1		NP_568942.1	Q501B3	5	24847395	24849706	1		not observed		 hypothetical protein 	AT5G61865.1
CNGC3	AT2G46430.1	AT2G46430.1		NP_001118537.1	Q9SKD7	2	19058472	19061273	1		canonical	12	 cyclic nucleotide gated channel 3 	AT2G46430.1
F4J5Z7	AT3G01260.1	AT3G01260.1		NP_186775.4	F4J5Z7	3	80244	82005	1		canonical	8	 Galactose mutarotase-like superfamily protein 	AT3G01260.1
RLP45	AT3G53240.1	AT3G53240.1		NP_001325566.1	F4J9A8	3	19735927	19739047	1		not observed		 receptor like protein 45 	AT3G53240.1
FBK94	AT4G35120.1	AT4G35120.1		NP_195238.1	O49618	4	16716806	16718017	1		not observed		 Galactose oxidase/kelch repeat superfamily protein 	AT4G35120.1
MYB96	AT5G62470.1	AT5G62470.1		NP_201053.2	Q24JK1	5	25079434	25080858	1		marginally distinguished	3	 myb domain protein 96 	AT5G62470.1
ROS1	AT2G36490.1	AT2G36490.1		NP_181190.3	Q9SJQ6	2	15308259	15314272	1		canonical	58	 demeter-like 1 	AT2G36490.1
FH10	AT3G07540.1	AT3G07540.1		NP_566311.1	Q9SRR2	3	2404763	2407464	1		canonical	47	 Actin-binding FH2 (formin homology 2) family protein 	AT3G07540.1
F4JCR3	AT3G47910.2	AT3G47910.2		NP_001118788.1	F4JCR3	3	17674737	17681444	1		canonical	81	 Ubiquitin carboxyl-terminal hydrolase-related protein 	AT3G47910.2
Q8LF75	AT3G09010.1	AT3G09010.1		NP_566341.1	Q8LF75	3	2750285	2752086	1		canonical	14	 Protein kinase superfamily protein 	AT3G09010.1
A0A1P8ANZ1	AT1G48285.1	AT1G48285.1		NP_001320823.1	A0A1P8ANZ1	1	17844350	17844900	1		not observed		 GRF zinc finger protein 	AT1G48285.1
CDKD1	AT1G73690.1	AT1G73690.1		NP_177510.1	Q9C9U2	1	27715113	27717018	1		canonical	14	 cyclin-dependent kinase D1%3B1 	AT1G73690.1
Q9M1U1	AT3G45180.1	AT3G45180.1		NP_001319687.1	Q9M1U1	3	16538991	16539212	1		subsumed by AT5G42300.1	7	 Ubiquitin-like superfamily protein 	AT3G45180.1
DOF12	AT1G21340.1	AT1G21340.1		NP_173556.1	P68349	1	7476087	7476869	1		subsumed by AT5G65590.1	1	 Dof-type zinc finger DNA-binding family protein 	AT1G21340.1
CML43	AT5G44460.1	AT5G44460.1		NP_199259.1	Q9FI19	5	17917286	17917831	1		canonical	11	 calmodulin like 43 	AT5G44460.1
CSI1	AT2G22125.1	AT2G22125.1		NP_179803.4	F4IIM1	2	9406793	9414223	1		canonical	165	 binding protein 	AT2G22125.1
NHL2	AT3G11650.1	AT3G11650.1		NP_566395.1	Q9SRN1	3	3676264	3676986	1		canonical	9	 NDR1/HIN1-like 2 	AT3G11650.1
PMEI3	AT5G20740.1	AT5G20740.1		NP_197574.1	Q84WE4	5	7025867	7026484	1		canonical	8	 Plant invertase/pectin methylesterase inhibitor superfamily protein 	AT5G20740.1
RFL1	AT1G12210.1	AT1G12210.1		NP_172685.1	Q8L3R3	1	4140948	4143605	1		subsumed by AT1G12280.1	2	 RPS5-like 1 	AT1G12210.1
APR2	AT1G62180.1	AT1G62180.1		NP_176409.1	P92981	1	22975794	22977465	1		canonical	71	 5'adenylylphosphosulfate reductase 2 	AT1G62180.1
HSA32	AT4G21320.1	AT4G21320.1		NP_567623.2	Q8GWL1	4	11340492	11341732	1		canonical	14	 Aldolase-type TIM barrel family protein 	AT4G21320.1
KCS5	AT1G25450.1	AT1G25450.1		NP_173916.1	Q9C6L5	1	8938679	8940282	1		canonical	33	 3-ketoacyl-CoA synthase 5 	AT1G25450.1
GTE6	AT3G52280.1	AT3G52280.1		NP_190796.1	Q9FT54	3	19389103	19391289	1		canonical	5	 general transcription factor group E6 	AT3G52280.1
SYMM	AT3G55400.1	AT3G55400.1		NP_191100.1	Q9M2T9	3	20535809	20538999	1		canonical	65	 methionyl-tRNA synthetase / methionine-tRNA ligase / MetRS (cpMetRS) 	AT3G55400.1
DUF7	AT3G62300.1	AT3G62300.1		NP_191789.2	Q8H0V4	3	23054247	23057081	1		canonical	56	 agenet domain protein (DOMAIN OF UNKNOWN FUNCTION 724 7) 	AT3G62300.1
Q9LZE0	AT5G03460.1	AT5G03460.1		NP_568120.1	Q9LZE0	5	864391	865509	1		canonical	14	 transmembrane protein 	AT5G03460.1
Q9LJ52	AT3G29791.1	AT3G29791.1		NP_189627.1	Q9LJ52	3	11695756	11696771	1		not observed		 hypothetical protein 	AT3G29791.1
Q9LR39	AT1G23220.1	AT1G23220.1		NP_173736.1	Q9LR39	1	8242614	8244136	1		canonical	5	 Dynein light chain type 1 family protein 	AT1G23220.1
R15A2	AT2G19720.1	AT2G19720.1		NP_179562.1	O82205	2	8510223	8511258	1		canonical	22	 ribosomal protein S15A B 	AT2G19720.1
B3H638	AT5G41109.1	AT5G41109.1		NP_001119348.1	B3H638	5	16452453	16452593	1		not observed		 hypothetical protein 	AT5G41109.1
A0A1P8B3W5	AT4G15245.1	AT4G15245.1		NP_001328174.1	A0A1P8B3W5	4	8706514	8707048	1		not observed		 hypothetical protein 	AT4G15245.1
Q6NQD5	AT5G28690.1	AT5G28690.1		NP_001331393.1	Q6NQD5	5	10723033	10723702	1		canonical	2	 carboxylate clamp-TPR protein (DUF1685) 	AT5G28690.1
RPP2A	AT4G19500.1	AT4G19500.1		NP_193685.6	F4JT78	4	10625787	10630140	1		canonical	41	 nucleoside-triphosphatase/transmembrane receptor/nucleotide binding/ATP binding protein 	AT4G19500.1
SDHA1	AT5G66760.1	AT5G66760.1		NP_201477.1	O82663	5	26653776	26657224	1		canonical	214	 succinate dehydrogenase 1-1 	AT5G66760.1
MSI4	AT2G19520.1	AT2G19520.1		NP_565456.2	O22607	2	8456006	8459235	1		canonical	87	 Transducin family protein / WD-40 repeat family protein 	AT2G19520.1
DEF51	AT3G48231.1	AT3G48231.1		NP_001030830.1	P82763	3	17858379	17858823	1		weak	2	 low-molecular-weight cysteine-rich 48 	AT3G48231.1
Q6NL06	AT1G47570.1	AT1G47570.1		NP_175188.3	Q6NL06	1	17478919	17483229	1		canonical	18	 RING/U-box superfamily protein 	AT1G47570.1
	AT1G48660.2	AT1G48660.2				1	17995948	17997972	1		canonical	30	 Auxin-responsive GH3 family protein 	AT1G48660.2
RPS11	PeptideAtlas_ATCG00750.1	PeptideAtlas_ATCG00750.1			P56802	C	78960	79376	1		canonical	31	 ribosomal protein S11 	ATCG00750.1
F4INB5	AT2G01460.1	AT2G01460.1		NP_178255.5	F4INB5	2	206136	211765	1		canonical	50	 P-loop containing nucleoside triphosphate hydrolases superfamily protein 	AT2G01460.1
HAT2	AT5G47370.1	AT5G47370.1		NP_199548.1	P46601	5	19216482	19217647	1		canonical	9	 Homeobox-leucine zipper protein 4 (HB-4) / HD-ZIP protein 	AT5G47370.1
FLA16	AT2G35860.1	AT2G35860.1		NP_850253.1	Q8RWC5	2	15059859	15061810	1		canonical	48	 FASCICLIN-like arabinogalactan protein 16 precursor 	AT2G35860.1
KN5B	AT2G37420.1	AT2G37420.1		NP_001323679.1	Q0WQJ7	2	15700550	15705165	1		canonical	27	 ATP binding microtubule motor family protein 	AT2G37420.1
FB350	AT2G43440.1	AT2G43440.1		NP_181872.3	A8MS20	2	18039326	18040599	1		not observed		 F-box and associated interaction domains-containing protein 	AT2G43440.1
MVD2	AT3G54250.1	AT3G54250.1		NP_566995.1	F4JCU3	3	20082468	20084688	1		canonical	43	 GHMP kinase family protein 	AT3G54250.1
A0A1I9LN39	AT3G21473.1	AT3G21473.1		NP_001326051.1	A0A1I9LN39	3	7565166	7567014	1		not observed		 hypothetical protein 	AT3G21473.1
Q9CAY7	AT3G11370.1	AT3G11370.1		NP_187744.1	Q9CAY7	3	3561111	3562880	1		not observed		 Cysteine/Histidine-rich C1 domain family protein 	AT3G11370.1
AL3I1	AT4G34240.1	AT4G34240.1		NP_567962.1	Q8W033	4	16389801	16392633	1		canonical	41	 aldehyde dehydrogenase 3I1 	AT4G34240.1
Q9LZ38	AT5G02640.1	AT5G02640.1		NP_195884.1	Q9LZ38	5	594334	594819	1		not observed		 hypothetical protein 	AT5G02640.1
CBSX2	AT4G34120.1	AT4G34120.1		NP_567952.1	Q9C5D0	4	16341194	16342893	1		canonical	39	 Cystathionine beta-synthase (CBS) family protein 	AT4G34120.1
AHL10	AT2G33620.1	AT2G33620.1		NP_001118437.1	O22812	2	14234749	14236563	1		canonical	21	 AT hook motif DNA-binding family protein 	AT2G33620.1
F4JFZ4	AT4G08263.1	AT4G08263.1		NP_001154212.1	F4JFZ4	4	5211604	5212137	1		not observed		 DNA-binding storekeeper protein transcriptional regulator-like protein 	AT4G08263.1
A0A1P8ARM4	AT1G25277.1	AT1G25277.1		NP_001321675.1	A0A1P8ARM4	1	8861851	8862051	1		not observed		 hypothetical protein 	AT1G25277.1
PMTT	AT1G78240.1	AT1G78240.1		NP_001154475.1	Q9C9Q8	1	29433173	29435815	1		canonical	55	 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	AT1G78240.1
IDL3	AT5G09805.1	AT5G09805.1		NP_001318520.1	Q6DUW7	5	3047218	3047517	1		not observed		 inflorescence deficient in abscission (IDA)-like 3 	AT5G09805.1
Y1136	AT1G61360.1	AT1G61360.1		NP_001154438.1	O64784	1	22637867	22640974	1		canonical	17	 S-locus lectin protein kinase family protein 	AT1G61360.1
PPOC	AT4G01690.1	AT4G01690.1		NP_192078.1	P55826	4	729929	732309	1		canonical	93	 Flavin containing amine oxidoreductase family 	AT4G01690.1
LIAS	AT2G20860.1	AT2G20860.1		NP_001318257.1	Q9ZWT1	2	8979636	8980983	1		canonical	27	 lipoic acid synthase 1 	AT2G20860.1
Q9SJL5	AT2G36920.1	AT2G36920.1		NP_181229.1	Q9SJL5	2	15508838	15509488	1		not observed		 B3 domain protein 	AT2G36920.1
A8MR11	AT1G04300.1	AT1G04300.1		NP_171926.3	A8MR11	1	1148818	1153895	1		canonical	47	 TRAF-like superfamily protein 	AT1G04300.1
F4KEU5	AT5G52220.2	AT5G52220.2		NP_001190519.1	F4KEU5	5	21207165	21207678	1		canonical	4	 chromosome transmission fidelity-like protein 	AT5G52220.2
STR10	AT3G08920.1	AT3G08920.1		NP_566337.1	Q9SR92	3	2712274	2713117	1		canonical	21	 Rhodanese/Cell cycle control phosphatase superfamily protein 	AT3G08920.1
HS903	AT5G56010.1	AT5G56010.1		NP_200412.1	P51818	5	22681410	22683911	1		canonical	551	 heat shock protein 81-3 	AT5G56010.1
Q9LIR5	AT3G23930.1	AT3G23930.1		NP_189035.1	Q9LIR5	3	8647028	8647775	1		not observed		 troponin T%2C skeletal protein 	AT3G23930.1
TPPG	AT4G22590.1	AT4G22590.1		NP_193990.1	Q9SUW0	4	11893707	11895371	1		canonical	12	 Haloacid dehalogenase-like hydrolase (HAD) superfamily protein 	AT4G22590.1
Q8L517	AT4G30490.1	AT4G30490.1		NP_567847.1	Q8L517	4	14899226	14901883	1		canonical	37	 AFG1-like ATPase family protein 	AT4G30490.1
PP333	AT4G21300.1	AT4G21300.1		NP_193861.1	Q9STE1	4	11336479	11339052	1		canonical	8	 Tetratricopeptide repeat (TPR)-like superfamily protein 	AT4G21300.1
Q9LFL6	AT5G11410.1	AT5G11410.1		NP_196702.1	Q9LFL6	5	3638431	3639883	1		canonical	7	 Protein kinase superfamily protein 	AT5G11410.1
Q9FNG2	AT5G06470.1	AT5G06470.1		NP_196265.1	Q9FNG2	5	1974659	1975378	1		canonical	2	 Glutaredoxin family protein 	AT5G06470.1
TRNH5	AT2G29260.1	AT2G29260.1		NP_180489.1	Q9ZW12	2	12582523	12583954	1		canonical	13	 NAD(P)-binding Rossmann-fold superfamily protein 	AT2G29260.1
CDKG1	AT5G63370.1	AT5G63370.1		NP_001119484.1	Q9FGW5	5	25384954	25386792	1		canonical	17	 Protein kinase superfamily protein 	AT5G63370.1
FBK7	AT1G20940.1	AT1G20940.1		NP_173518.1	Q9SYP3	1	7295274	7296518	1		not observed		 F-box family protein 	AT1G20940.1
Q9FFH2	AT5G44170.1	AT5G44170.1		NP_199230.1	Q9FFH2	5	17780394	17781098	1		canonical	8	 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	AT5G44170.1
A0A1P8B838	AT4G03230.1	AT4G03230.1		NP_001329571.1	A0A1P8B838	4	1419278	1422828	1		canonical	12	 G-type lectin S-receptor-like Serine/Threonine-kinase 	AT4G03230.1
Q0WNW2	AT1G53040.1	AT1G53040.1		NP_001320225.1	Q0WNW2	1	19764567	19766870	1		canonical	16	 tRNA (met) cytidine acetyltransferase%2C putative (DUF616) 	AT1G53040.1
Q9LTJ5	AT5G52260.1	AT5G52260.1		NP_200039.1	Q9LTJ5	5	21220165	21221223	1		not observed		 myb domain protein 19 	AT5G52260.1
RAA2A	AT1G09630.1	AT1G09630.1		NP_172434.1	O04486	1	3118350	3119571	1		canonical	29	 RAB GTPase 11C 	AT1G09630.1
Q940P0	AT5G03660.1	AT5G03660.1		NP_568126.1	Q940P0	5	938068	939811	1		canonical	60	 transcriptional activator (DUF662) 	AT5G03660.1
P2C39	AT3G15260.1	AT3G15260.1		NP_188144.1	Q9LDA7	3	5138842	5140242	1		canonical	58	 Protein phosphatase 2C family protein 	AT3G15260.1
MIF2	AT3G28917.1	AT3G28917.1		NP_974373.1	Q9LJW5	3	10925014	10925316	1		canonical	9	 mini zinc finger 2 	AT3G28917.1
GSTT3	AT5G41220.1	AT5G41220.1		NP_198938.1	Q9FHE1	5	16494560	16496969	1		canonical	36	 glutathione S-transferase THETA 3 	AT5G41220.1
KN14E	AT5G65930.2	AT5G65930.2		NP_569022.2	Q9FHN8	5	26370369	26376394	1		canonical	74	 kinesin-like calmodulin-binding protein (ZWICHEL) 	AT5G65930.2
Q9C584	AT5G22040.1	AT5G22040.1		NP_001119259.1	Q9C584	5	7297154	7298363	1		canonical	24	 ubiquitin carboxyl-terminal hydrolase 	AT5G22040.1
ATHB4	AT2G44910.1	AT2G44910.1		NP_182018.1	P92953	2	18517887	18519525	1		subsumed by AT4G16780.1	1	 homeobox-leucine zipper protein 4 	AT2G44910.1
Q9LJ53	AT3G29790.1	AT3G29790.1		NP_189626.1	Q9LJ53	3	11693095	11693622	1		not observed		 hypothetical protein 	AT3G29790.1
F4K6L4	AT5G07225.1	AT5G07225.1		NP_974747.1	F4K6L4	5	2268642	2270227	1		not observed		 RING/U-box superfamily protein 	AT5G07225.1
C71BZ	AT3G44250.1	AT3G44250.1		NP_190011.1	Q9LXM3	3	15948505	15950224	1		subsumed by Q9LXM3	13	 cytochrome P450%2C family 71%2C subfamily B%2C polypeptide 38 	AT3G44250.1
DRE1A	AT4G25480.1	AT4G25480.1		NP_567720.1	Q9M0L0	4	13018353	13019003	1		not observed		 dehydration response element B1A 	AT4G25480.1
Y5189	AT1G51890.1	AT1G51890.1		NP_175601.2	C0LGG6	1	19274802	19278528	1		canonical	36	 Leucine-rich repeat protein kinase family protein 	AT1G51890.1
Q9LQZ4	AT1G75510.1	AT1G75510.1		NP_177683.1	Q9LQZ4	1	28347254	28348629	1		canonical	29	 Transcription initiation factor IIF%2C beta subunit 	AT1G75510.1
Q9FH60	AT5G66290.1	AT5G66290.1		NP_201430.1	Q9FH60	5	26477917	26479441	1		canonical	19	 hypothetical protein 	AT5G66290.1
TAD2A	AT3G07740.1	AT3G07740.1		NP_001078122.2	Q9SFD5	3	2470014	2473062	1		canonical	37	 ADA2 2A 	AT3G07740.1
Q9LTK4	AT5G52160.1	AT5G52160.1		NP_200029.1	Q9LTK4	5	21195140	21195430	1		canonical	6	 Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein 	AT5G52160.1
F4IUQ8	AT2G32820.1	AT2G32820.1		NP_180841.2	F4IUQ8	2	13926037	13926786	1		not observed		 Transcription elongation factor (TFIIS) family protein 	AT2G32820.1
Q9SKZ6	AT2G32030.1	AT2G32030.1		NP_180763.1	Q9SKZ6	2	13632675	13633241	1		canonical	9	 Acyl-CoA N-acyltransferases (NAT) superfamily protein 	AT2G32030.1
NUP43	AT4G30840.1	AT4G30840.1		NP_567858.1	Q24JJ9	4	15017831	15019709	1		canonical	20	 Transducin/WD40 repeat-like superfamily protein 	AT4G30840.1
TPPH	AT4G39770.1	AT4G39770.1		NP_195687.2	Q8GWG2	4	18449138	18451218	1		not observed		 Haloacid dehalogenase-like hydrolase (HAD) superfamily protein 	AT4G39770.1
A0A1P8B047	AT2G14765.1	AT2G14765.1		NP_001324444.1	A0A1P8B047	2	6351289	6351964	1		not observed		 hypothetical protein 	AT2G14765.1
IGMT4	AT1G21130.1	AT1G21130.1		NP_173537.1	Q9LPU8	1	7399170	7400470	1		canonical	34	 O-methyltransferase family protein 	AT1G21130.1
Q94AP2	AT1G60670.2	AT1G60670.2		NP_001077745.1	Q94AP2	1	22344099	22347140	1		canonical	9	 hypothetical protein (DUF3755) 	AT1G60670.2
WAKLQ	AT5G02070.1	AT5G02070.1		NP_195827.1	Q9LZM4	5	405895	408220	1		canonical	6	 Protein kinase family protein 	AT5G02070.1
FBL34	AT1G67190.1	AT1G67190.1		NP_001185338.1	Q9ZW88	1	25133054	25134313	1		canonical	6	 F-box/RNI-like superfamily protein 	AT1G67190.1
Q1G3I3	AT4G14819.1	AT4G14819.1		NP_001031644.1	Q1G3I3	4	8507365	8507679	1		not observed		 hypothetical protein (DUF1677) 	AT4G14819.1
PTA14	AT4G20130.1	AT4G20130.1		NP_193746.3	Q84JF5	4	10878914	10881697	1		canonical	36	 plastid transcriptionally active 14 	AT4G20130.1
Q8GY13	AT2G38500.1	AT2G38500.1		NP_181384.2	Q8GY13	2	16117610	16119041	1		canonical	10	 2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein 	AT2G38500.1
Q9FHS7	AT5G37380.1	AT5G37380.1		NP_001078673.1	Q9FHS7	5	14817035	14818330	1		canonical	8	 Chaperone DnaJ-domain superfamily protein 	AT5G37380.1
RL32	AT1G61580.1	AT1G61580.1		NP_176352.1	P22738	1	22720833	22722402	1		canonical	82	 R-protein L3 B 	AT1G61580.1
ML328	AT2G01520.1	AT2G01520.1		NP_565264.1	Q9ZVF3	2	235992	236881	1		canonical	123	 MLP-like protein 328 	AT2G01520.1
AMPL2	AT4G30920.1	AT4G30920.1		NP_194821.1	Q944P7	4	15046589	15049304	1		canonical	155	 Cytosol aminopeptidase family protein 	AT4G30920.1
CDS1	AT1G62430.1	AT1G62430.1		NP_176433.2	O04928	1	23106274	23108923	1		canonical	16	 CDP-diacylglycerol synthase 1 	AT1G62430.1
OTU3	AT2G38025.1	AT2G38025.1		NP_850290.1	Q8GYW0	2	15915239	15916692	1		canonical	5	 Cysteine proteinases superfamily protein 	AT2G38025.1
COL2	AT3G02380.1	AT3G02380.1		NP_186887.1	Q96502	3	487438	488624	1		weak	1	 CONSTANS-like 2 	AT3G02380.1
SIB1	AT3G56710.1	AT3G56710.1		NP_001325423.1	Q9LDH1	3	21007053	21007508	1		weak	1	 sigma factor binding protein 1 	AT3G56710.1
2AB2C	AT5G28900.1	AT5G28900.1		NP_198242.1	Q8VZQ4	5	10925852	10929892	1		indistinguishable to AT5G28850.2	52	 Calcium-binding EF-hand family protein 	AT5G28900.1
F4KHP4	AT5G52950.1	AT5G52950.1		NP_200107.2	F4KHP4	5	21473887	21476939	1		canonical	18	 LIM domain protein 	AT5G52950.1
Q9FNA6	AT5G13660.1	AT5G13660.1		NP_196870.3	Q9FNA6	5	4405094	4406983	1		canonical	8	 N-lysine methyltransferase 	AT5G13660.1
WRK64	AT1G66560.1	AT1G66560.1		NP_176829.1	Q9C557	1	24833579	24834631	1		not observed		 WRKY DNA-binding protein 64 	AT1G66560.1
Q9FJJ1	AT5G62550.1	AT5G62550.1		NP_201061.1	Q9FJJ1	5	25105839	25107875	1		canonical	30	 microtubule-associated futsch-like protein 	AT5G62550.1
RK11	AT1G32990.1	AT1G32990.1		NP_174575.1	Q9MAP3	1	11955827	11957139	1		canonical	53	 plastid ribosomal protein l11 	AT1G32990.1
Q8S9K4	AT5G11850.1	AT5G11850.1		NP_196746.2	Q8S9K4	5	3816632	3821024	1		canonical	51	 Protein kinase superfamily protein 	AT5G11850.1
Q9SR48	AT1G67590.1	AT1G67590.1		NP_564900.1	Q9SR48	1	25333137	25334472	1		canonical	19	 Remorin family protein 	AT1G67590.1
RTNLC	AT1G64090.1	AT1G64090.1		NP_176592.1	Q9SH59	1	23789395	23790669	1		canonical	18	 Reticulan like protein B3 	AT1G64090.1
FB87	AT1G71320.1	AT1G71320.1		NP_177288.1	Q9FVV8	1	26882485	26883818	1		not observed		 F-box family protein 	AT1G71320.1
PIRL3	AT1G12970.1	AT1G12970.1		NP_563921.1	Q8W4Q3	1	4423727	4425632	1		canonical	24	 plant intracellular ras group-related LRR 3 	AT1G12970.1
DRP1D	AT2G44590.3	AT2G44590.3		NP_850418.1	Q8S3C9	2	18403856	18406961	1		canonical	25	 DYNAMIN-like 1D 	AT2G44590.3
F4JHW1	AT4G02860.1	AT4G02860.1		NP_192195.2	F4JHW1	4	1268952	1270508	1		canonical	22	 Phenazine biosynthesis PhzC/PhzF protein 	AT4G02860.1
Q9SD36	AT3G51100.1	AT3G51100.1		NP_190679.1	Q9SD36	3	18980531	18982174	1		canonical	15	 altered inheritance of mitochondria protein 	AT3G51100.1
ERF78	AT3G15210.1	AT3G15210.1		NP_188139.1	O80340	3	5121472	5122140	1		canonical	4	 ethylene responsive element binding factor 4 	AT3G15210.1
